title,postedAt,description,url,fixedPriceBudget,contractType,tags,hourlyRate
Lead Generation: Email Scraping,4 weeks ago,"Hello! We're looking for someone who can collect emails of business professionals who are likely traveling for business, this would include sales professionals, attorney's and people who frequent conventions.  Also, if you can scrape for emails from LinkedIn that would be great as well.

Thanks,",/jobs/Lead-Generation-span-class-highlight-Email-span-span-class-highlight-Scraping-span_~01d8712aa3a2b5c403/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;T;v;e;l;&;H;o;s;y;P;L;M;B;u;d",Hourly
Admin/Lead Generation/Sales/Email Marketing/Newsletter/Blog/Data Entry Assistant,4 weeks ago,"MACHISMO, a cutting edge modern male image consulting, coaching and menswear business is looking for someone who:

1. Knows lead generation and can pull together a list of leads generated from the website: www.machismoman.com and other avenues such as Linkedin, and the existing social media accounts.
2. Generate strong leads that convert to at least two sales a week for MACHISMO Memberships and 4 sales a week of Machismo Menswear.
3. Can manage the list of leads, list of clients, list of the menswear inventory, shipping list ,= profits and loss sheets, and other lists as they come up.
4. Knows email marketing and can manage the daily email blasts and newsletter campaigns through ""Constant Contact"" web tool.
5. Can assist in providing topics and articles for blogs.
6. Assist in creating documentation of marketing plans, including the calendar of what needs to be accomplished each week, and future goals.
7. Research competition and provide competitive analysis and pricing of competitors
8. Work with CEO to create a sales deck with statistics about the market, competition, and profit projections to be used by the company for funding.
9. Research philanthropists and grants the company can apply for
10. Misc other tasks such as KPIs and other tracking.",/jobs/Admin-Lead-Generation-Sales-span-class-highlight-Email-span-Marketing-Newsletter-Blog-Data-Entry-Assistant_~011ef89ed7ed8f8a21/?referrer_url_path=/nx/search/jobs,,Hourly,"W;e;b; ;S;c;r;a;p;i;n;g;,;o;l;M;d;L;G;t;s;k;I;D;C;E;x;y;+;5",Hourly
"50000 LEADS Required (cell numbers) for Auto, Home and Life Insurance",4 weeks ago,"I need list of Insurance leads for USA 
I prefer Texas, California or Georgia 
Make sure I want list of fresh leads and we will offer them better rates for Life , Home and Auto Insurance.
I want minimum list of 50,000.

Note :Please share sample list  of minimum 100 numbers with complete details.
List must include Name of the Person, Email and  Address 
May be I will consider for a long term role as well.
Make Sure I want cell or direct number because we want to sell insurance policy.",/jobs/50000-LEADS-Required-cell-numbers-for-Auto-Home-and-Life-Insurance_~01aa9ce7f2462866a7/?referrer_url_path=/nx/search/jobs,$80.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;s;B;u;l;E;y",
Data Collection Specialist for Hepatitis Clinics in the USA,4 weeks ago,"Description:
We are seeking a meticulous and detail-oriented Data Collection Specialist to compile information on hepatitis clinics across the United States. The successful candidate will be responsible for gathering essential data including clinic names, email addresses, locations, and contact details.

Responsibilities:

Conduct thorough research to identify hepatitis clinics operating in various states across the USA.
Collect accurate and up-to-date information on each clinic, including their name, email address, physical location, and contact number.
Utilize online databases, directories, and other reliable sources to gather pertinent data.
Verify the authenticity and correctness of the collected information to ensure accuracy.
Organize and maintain a comprehensive database of hepatitis clinics, categorizing them based on location and other relevant criteria.
Communicate effectively with clinic representatives, if necessary, to obtain missing or updated information.
Adhere to deadlines and ensure timely completion of data collection tasks.
Requirements:

Proven experience in data collection, research, or a related field.
Excellent attention to detail and accuracy in data entry.
Strong organizational skills with the ability to manage and prioritize multiple tasks effectively.
Proficiency in using online research tools and databases.
Excellent communication skills, both written and verbal.
Ability to work independently with minimal supervision.
Familiarity with healthcare terminology and practices, particularly in the field of hepatitis, is preferred but not required.
If you are passionate about research and data collection and possess the skills required for this project, we encourage you to apply. This is a remote freelance opportunity with flexible hours. Kindly submit your proposal detailing your relevant experience and approach to completing this project successfully.",/jobs/Data-Collection-Specialist-for-Hepatitis-Clinics-the-USA_~011b2f5356151eef7a/?referrer_url_path=/nx/search/jobs,,Hourly: $8.00 - $15.00,"D;a;t; ;S;c;r;p;i;n;g;,;M;E;y;L;s;B;u;l;d;e;G;o;k;A",$8.00 - $15.00
Lead Generation Wizard's,4 weeks ago,"This project encompasses: 500 Prospects
-I am looking for Home Service based Niches or small business that could scale or use my services (All in one marketing and software automations).
- Identifying relevant contact details of potential leads
-Must be a company with little reviews
-Must be Active or verified it's still in business
-Make sure it's a business that could use our help to scale (Marking Software wise)
- Assembling a precise list on Google Sheets or Microsoft Excel
-Make sure to fill out the require blanks the excel sheet I provide below



Geographical Focus: United States

Desired Contact Details:
- Full Name (Format: ""John""; not JOHN, JoHN, or john)
- Owner info validated
- Company Name
- Professional Email
- Telephone Number (If available)
- Facebook/Instagram (If available)
- Company's Website
-Amount of Reviews they have via. GMB & Facebook

Project Requirements:
- Proficiency in English In your bid, kindly provide a brief overview of your prior experience.

Key Points to Consider:
- The emails should be legitimate; they will undergo validation via an email verification tool.
- Please include a sample set of 5-10 leads in your bid.
- We're looking for a dedicated, truthful, and meticulous person.
- Successful candidates may expect continued engagements.

Ideal Candidate Attributes:
- English Proficiency: Fluent
-Has good communication with me

If you are confident on finding 1,000 good prospects, then I'll double the rate.

Please note that accurate and up-to-date data is crucial for the success of this project. Your meticulous research and data gathering will help us in identifying and evaluating potential acquisition targets effectively. We appreciate your attention to detail and commitment to delivering high-quality leads.

Loom Video
https://www.loom.com/share/b9f0f912917941f6a1edc4191ef4bcdc?sid=5e4de05f-ef47-42c8-9052-6b65db0238a5

Excel Sheet 
https://1drv.ms/x/s!AviMXfUIt_SvgQU8odKSgLNYJIlR?e=tqHgj8",/jobs/Lead-Generation-Wizard_~019625e635a06218ea/?referrer_url_path=/nx/search/jobs,$125.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;A;l;y;s;C;B;u;P;M;f;E;x;m;R;h;k;+;3",
Looking for list building/scraping skills to build a List of 500 lightweight architecture Companies,4 weeks ago,"We Need: List of 500 Leads for Lightweight Architecture Companies.

company name
website
owner name
owner title
owner email (verified)
company address
revenue (between $1,000,000 and $25,000,000)
LinkedIn of owner (if possible, not required)

Data Mining, Data Scraping, List Building, Prospect list",/jobs/Looking-for-list-building-span-class-highlight-scraping-span-skills-build-List-500-lightweight-architecture-Companies_~019de0087917a03c22/?referrer_url_path=/nx/search/jobs,$75.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;M;L;e;d;G;o;s;B;u;l;P",
Lead Generation for auto detailer,4 weeks ago,"I need more leads. SO far this year my leads and jobs have decreased substantially over the first 3 months of last year. I'm not sure what I'm doing wrong all of a sudden or if there is just more competition now than ever in my industry. 
Really need to generate more phone calls and emails.",/jobs/Lead-Generation-for-auto-detailer_~018a07de03b9bc44e4/?referrer_url_path=/nx/search/jobs,$500.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;O;l;e;R;s;h;L;d;N;u;G;o;E;y;k;I;M;f;x;P;v;B;2;+;4",
Build targeted contact lists including emails and phone numbers,4 weeks ago,"I am looking for someone who can source targeted emails and phone numbers in specific areas, and build some lists.  We are trying to expand our marketing reach and hope for thousands of new contacts in our targeted areas to reach out to.",/jobs/Build-targeted-contact-lists-including-span-class-highlight-emails-span-and-phone-numbers_~0167121dab426f2310/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;P;o;s;e;L;B;u;l;d;M;G",Hourly
Find email leads for list of company website urls,4 weeks ago,"I have a list of websites of public transit agencies that are in JSON format and I want to have a google sheet built that would list out all of the email prospects that are associated with these companies.

Some of the transit agencies are under the city or county website and those sites need to be listed in a separate sheet for further research. 

Then end goal is to bulid a list of email addresses with names, titles, and linkedin profiles.",/jobs/Find-span-class-highlight-email-span-leads-for-list-company-website-urls_~01d324b52b38a59d97/?referrer_url_path=/nx/search/jobs,$50.00,Fixed price,"H;R; ;&;B;u;s;i;n;e;S;r;v;c;,;L;a;d;G;t;o;A;l;y;D;E;P;p",
Property/Real Estate Developer Contact Information Provider,4 weeks ago,"We are actively seeking an individual or organization with an existing database of contact information for Property and Real Estate Developers across the USA. Initially, our primary focus is on the East Coast, but we have plans to expand our reach nationwide in the near future. We are interested in acquiring all available data/leads you can provide.

~~~What We Require~~~

# Contact Details: Email and phone number (preferably direct lines to the target person, not generic company numbers).
# Company Information: Company name, address, and website.

# Department Focus: We are particularly interested in contacts from the Marketing departments of these companies (optional, but preferred).

~~~Bonus Information~~~

# LinkedIn Profiles: Any additional information, such as LinkedIn profiles, would be highly beneficial and appreciated.

NOTE: The quality and accuracy of the data are crucial. We expect up-to-date and verified information to ensure the effectiveness of our outreach efforts.

If you have a comprehensive database that meets these criteria or can provide ongoing leads, please submit your proposal with details on the quantity of leads available, pricing, and any additional information you can offer.",/jobs/Property-Real-Estate-Developer-Contact-Information-Provider_~0116772eef5e2520a4/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;E;y;M;o;s;f;x;e;l",Hourly
Looking for Lead Generation Expert,4 weeks ago,"I'm looking for a lead generation expert that can help me generating business prospect leads.

The job is easy. But I will need someone that can generate a good volume of leads fast.

I will show you how to dig the leads' info and you will provide a spreadsheet with the following information:

Business name	Name	Phone	Email	Website	Facebook page	Instagram page	Country	Notes

You will be required to verify if the business prospects are running ads. I will show you how to do it and you will provide more details in the Notes section of the spreadsheet.

Let me know your hourly rate and how long you estimate you would take to generate 50 leads.

Estou procurando um especialista em geração de leads que possa me ajudar a gerar leads de negócios.

O trabalho é fácil. Mas precisarei de alguém que consiga gerar um bom volume de leads rapidamente.

Mostrarei como cavar as informações dos leads e você fornecerá uma planilha com as seguintes informações:

Business name	Name	Phone	Email	Website	Facebook page	Instagram page	Country	Notes

Você deverá verificar se os clientes em potencial estão exibindo anúncios. Mostrarei como fazer e você fornecerá mais detalhes na seção Notas da planilha.

Deixe-me saber sua taxa por hora e quanto tempo você estima que levaria para gerar 50 leads.

PS.: É necessário ter um bom inglês sem erros gramaticais.",/jobs/Looking-for-Lead-Generation-Expert_~01bd3d62bc2d205e6f/?referrer_url_path=/nx/search/jobs,,Hourly: $4.00 - $7.00,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;P;s;E;y;B;u;l",$4.00 - $7.00
